0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,label
-666.72864,61.362637,16.287016,11.9945,10.763568,6.989389,1.1845115,1.0446215,-2.344036,0.4965033,4.65109,0.38956428,-0.17692438,0.29777074,2.63875,1.648291,0.19779772,0.81419355,-0.012909378,-0.5791376,-3.2217097,1.5330815,-1.5857451,0.4531239,-2.1239076,1.4757984,-2.6208968,1.1250386,-1.9302793,0.4834942,-0.7325501,-0.28712642,-0.068563044,-0.54590327,-2.8068378,-1.1939335,-1.1188992,0.98149043,0.5874793,2.1011128,happy
-672.16754,60.620533,-4.723746,9.176288,9.570807,1.5910957,-4.3883443,-3.3020177,-9.017384,1.0226803,2.4498656,-4.2202334,4.911708,-0.6702161,-6.5777073,3.5700254,-5.7708488,-0.61948353,2.8266625,-3.1759837,-1.5644128,0.5299857,-1.725703,1.0255607,0.47767755,-0.74403083,1.3411515,1.20584,-1.1393197,3.0251236,-0.7532055,-0.5179545,-0.23066041,2.2161722,-1.032151,2.560377,-2.0544322,-0.6744126,-2.3676572,-0.14702477,happy
-549.6481,29.457449,-11.859425,0.35977778,-6.8978143,-12.53013,-5.656981,-10.535828,-1.8281668,-5.634955,-6.581183,-3.6074948,-10.018679,-1.346045,-5.212935,1.3739712,4.9836626,8.118977,4.239915,4.66763,2.3869014,2.8811266,5.1694636,3.798034,-1.2239279,0.96161467,-1.6478872,0.16522932,-0.6757028,1.2893058,0.17281675,3.2434735,1.8419328,2.2909894,-0.7567038,1.2590672,-0.62728834,0.41031584,-0.5310998,0.70319545,happy
-579.5533,56.864445,-1.7325172,14.813866,11.037875,6.2699766,2.230476,-7.3029966,-5.016216,6.1538906,0.46992233,-4.9591856,4.706697,-0.4751207,0.515592,1.8917289,-3.9545767,-1.6334352,-2.6433978,-0.4520968,-3.5797956,-0.7759731,-1.7537539,1.3110651,-1.7146145,0.54761016,-2.192907,1.3423356,-1.0951974,0.8374643,2.4535167,3.410512,1.2800856,1.3631309,0.53765875,1.3360069,1.5989065,0.617425,0.32319283,2.3250225,happy
-620.7034,65.76585,7.1538744,17.170689,3.6706786,11.238317,-1.4635775,-3.6702366,-4.2807136,-3.2870598,4.248865,-8.081536,-0.103484534,1.0250604,-1.825072,1.02676,-2.3609376,2.5872371,1.0944163,-1.0017313,-2.3310647,-0.27291927,-3.4383194,-2.4420466,-2.2642834,-0.32774353,-1.1356478,3.1049652,-1.2831203,2.581656,1.1635746,1.9600163,1.9406554,3.6247215,3.4900107,5.390101,1.9110076,2.5375056,1.4137747,4.750865,happy
-571.6765,65.347565,-6.9428353,14.912702,12.832799,-6.8796563,-0.42680535,-4.33945,-10.359017,2.245116,-1.1697423,-5.2371945,0.7373795,0.97256535,-2.8691127,-2.5409698,-3.5671446,-1.3864262,-1.3734219,-2.164141,-4.25675,0.0490865,-3.3966355,-3.4400852,-2.1838996,-2.0564265,-3.0032218,0.13805589,-1.1712085,0.671906,-2.871795,-1.1297612,-2.3411183,-2.1813595,-2.4578965,-0.81594884,-2.3088534,-2.9446077,-2.7147386,-0.5162723,happy
-650.00916,47.640152,-15.270755,-1.2445314,4.1122017,-8.14075,-11.0693655,-11.830377,-10.709128,-0.79928607,-6.3748374,-7.696671,-1.9985816,-3.3320813,0.008041126,-7.308287,-5.9564047,-2.6928666,-4.336868,-4.377031,-4.786665,-1.3259679,-2.3901632,5.1322274,-0.1431299,3.411111,-1.4254134,-1.1215914,-1.2296313,3.6075919,3.4853625,3.4701083,-0.5773492,1.7274523,0.9602528,5.42845,3.9883635,3.7682068,0.9033699,4.050139,happy
-654.6074,44.213326,-15.168289,4.6164126,-4.778446,-8.6895075,-8.638118,-9.353243,-8.1070595,-4.3429866,-10.441539,-0.5685136,-6.587172,-6.1901712,-1.6056063,-6.9387155,-4.0126185,-4.067229,-6.395344,-1.6303289,-3.1759439,-0.059794407,0.055023015,-0.4448623,-1.8218138,0.49440688,-2.502637,3.562695,2.833322,6.711878,4.3219337,3.9974146,3.2780788,5.011506,2.2280324,3.6252065,1.361268,1.3217653,-0.2107533,0.85093796,happy
-656.2289,62.20653,-2.343208,12.91607,1.8241282,-0.17071337,-5.6699905,-7.286775,-13.776975,-3.3122015,2.3617578,-7.0014296,1.9307775,-4.153744,-0.65423965,1.5832626,-6.7616477,-1.9936144,-0.9640439,-3.3046405,-5.0840483,-1.9697592,-2.4002237,-3.7728615,-2.458455,-0.44784352,-5.1322937,1.2209514,-2.6825628,-0.7472867,-2.484253,-2.330461,-2.4574776,-3.7256908,-3.6353137,-1.8423867,-1.7079575,-1.1942446,-3.640783,-2.2219522,happy
-596.9097,42.28311,-20.867561,5.388655,-8.000669,-6.7246985,-8.967098,-14.922027,-5.081355,-3.65023,-8.352836,-2.456527,-10.150615,-0.8689989,-6.2052007,-5.7456775,-2.8439171,-4.222651,-4.3074384,0.9657164,-1.0687484,-2.628187,-0.8840194,-1.0461597,0.23160389,1.0375484,2.527765,3.028305,0.9117515,1.5781562,-2.341969,0.5144483,1.6954342,4.495654,4.632546,4.0204463,-0.5490449,1.5464573,1.5065355,3.1891978,happy
-530.7912,47.391296,-6.545994,5.063589,1.6119101,-1.8960191,-18.546787,-9.952934,-7.9847608,-12.89289,-1.8152341,-10.483726,-5.5571337,-4.311828,-7.304469,-3.1280286,-6.179641,-4.57586,-2.2595172,-4.555848,-5.229674,-2.595154,-5.72733,-3.1406775,-4.575353,-1.8652922,-3.4324374,-0.4071618,-1.1244574,-1.189781,-2.1392171,-1.7415868,-0.945004,0.91986895,2.1772752,2.747489,1.5843382,0.18414913,-0.903234,0.5572656,happy
-620.30194,44.094635,-12.841683,8.851801,-4.1408377,-7.575771,-3.306719,-12.536225,-7.0538387,-5.823918,-4.152262,-6.591554,-5.185892,-1.9171617,-6.809611,-4.054601,-6.2432766,-3.2767944,-6.5674663,-0.91865945,-3.7801497,-1.2029524,-0.6404079,2.1949575,0.9437281,3.1113806,-0.3775044,1.9575919,0.46486476,0.055552058,0.50126976,1.1190158,2.5064402,2.7313972,1.7176982,2.4015021,-0.69625586,-0.54763514,-2.1373305,-0.66578025,happy
-613.04474,72.07157,-8.338318,14.75273,7.8853393,-2.3400497,-10.324597,-10.825144,-0.21125202,0.8604248,-6.8369937,1.2841063,4.6142144,-6.3059225,0.66956025,1.7421852,-7.376063,1.4803321,-4.0157137,-3.5156324,-4.690452,-0.57859707,-1.4524223,-0.4957538,-3.7694461,3.6310496,-3.3718867,2.694724,-2.8238423,-1.5038416,-1.1687233,1.9203013,-0.16585183,1.4535182,0.9382319,1.7908796,2.7810955,6.0964937,7.1740956,4.611461,happy
-508.07986,41.09106,-21.13447,5.562583,-0.4568981,-10.349302,-13.767449,-19.092196,-4.632901,-0.76024455,-11.571668,-5.304501,-0.37871003,-7.7492666,3.5449615,-1.6001124,-5.239081,6.2704396,5.998398,3.271241,4.168754,6.0071635,6.869466,7.0485387,4.798482,3.7118585,-1.1080439,1.2568506,0.7757463,0.74472857,-2.0897615,-1.4001713,-1.2351297,3.8777807,2.569712,3.543677,0.99726963,1.7512995,0.17102233,-2.3184743,happy
-661.9023,53.02125,16.841034,11.955747,10.210273,7.215354,-0.808253,-0.16143261,-3.784371,-0.13106804,3.7155206,0.60688794,1.7692595,0.2602308,3.5653937,2.6630864,-0.91083825,1.4089053,0.46726176,0.5625783,-3.9276016,1.2837906,-1.7514722,-1.1463382,-0.4106862,2.5343413,-2.023317,1.5688158,-1.3759689,1.1614658,-1.0057718,0.32944882,-0.4277507,0.014062192,-3.00089,-0.6842805,-1.559898,-0.16714512,-2.7315054,-1.0401318,happy
-661.9741,53.927197,-1.4531968,9.362548,4.7533464,3.6835709,-6.153078,-5.1524515,-9.1705265,0.19828616,0.8347318,-3.5217652,5.079287,-2.7155228,-2.7565086,2.4371939,-6.919855,1.6758177,0.112624675,-2.4505153,0.31929588,-0.6369005,-2.3027897,1.2324718,-1.6582747,0.57430476,-0.30702198,-1.2323713,-0.2144288,0.4686889,-0.9826192,-0.6644407,-0.46816978,-1.0389541,0.17535144,1.3656034,-1.8150451,0.6861963,-1.0382383,1.221979,happy
-594.15485,27.637175,-10.279879,4.3426204,-7.8294296,-12.604058,-13.927255,-13.136806,-1.9214422,-9.334879,-6.1803093,-3.9176042,-5.2243757,-5.6002955,-8.537293,-6.643611,-5.7531495,-1.5834346,-3.3160536,3.3553927,2.0265625,2.919368,3.2233937,4.40188,-0.7434317,3.3152616,-1.045063,0.81123,-0.58480734,-1.0579357,-1.4169164,0.55767447,0.12568727,2.2649453,0.96955,1.6655537,1.3057033,1.9460984,0.28249106,0.27726817,happy
-577.4066,53.992443,-0.9469041,13.104203,9.927898,1.52967,4.818401,-7.3314104,-7.3517547,2.7587745,-1.0207425,-3.0734956,5.6586614,-2.114277,-0.9029842,-0.39607295,-1.4780763,0.18928838,-3.8403442,-0.8273264,-4.348143,0.5708312,-2.5741699,-0.4886528,-0.8052292,-0.1525156,-1.6960448,2.3320596,-2.8138816,0.57122374,0.6248813,1.9323716,0.5488148,1.3049654,-0.9999577,0.4995283,1.2102637,2.5573518,0.9745455,1.8846896,happy
-688.4569,78.13203,15.737865,19.704098,5.8113074,17.669943,-2.0204682,-3.310179,-6.1272473,0.24654621,3.3371828,-3.0471017,2.8938231,-0.5624102,-2.3058987,3.558833,-2.2489119,-0.980617,1.5929664,-0.39409074,-1.8418338,1.2578171,-1.2923284,-0.3324477,-1.4422592,0.450609,2.8002758,3.1324623,4.6514773,4.952879,3.0325115,1.7397913,0.73659456,1.4218826,1.5522454,5.1732073,2.29132,3.1496007,1.9610052,3.6321814,happy
-549.6603,65.37474,-10.739663,17.20938,9.080263,-7.2956657,-3.4442737,-9.699301,-11.155635,0.7205186,-4.3185973,-6.163099,0.3203293,0.9911073,-3.4686863,-3.5503628,-5.6676054,-0.38120288,-1.8074605,-4.1310983,-5.681815,-0.4258352,-3.8929894,-4.71939,-1.1014162,-2.380785,-2.2104568,-1.2424698,-0.37892574,0.5122906,-2.702065,-0.8617695,-3.009529,-1.8810241,-1.4994276,-0.1891758,-2.530079,-2.7002401,-2.067369,-1.017862,happy
-637.4518,44.204132,-4.0248103,-0.32442912,0.36266634,-6.112728,-10.918943,-11.571305,-11.5622835,-0.63156515,-5.387965,-8.156668,-2.1418748,-5.1128783,-0.27697247,-8.122983,-4.7891107,-2.0993629,-6.059926,-3.4544795,-4.8919296,-2.712496,-5.662267,-1.3289816,-3.9733694,-1.4278008,-1.6533555,5.208946,3.4015362,8.99468,6.45815,4.3782535,0.20146391,3.2220209,0.38314834,4.348696,2.4408636,3.8926072,1.143316,3.976653,happy
-676.5234,48.593525,-13.861475,-0.56483346,-5.9279146,-7.0754175,-10.60254,-9.704247,-7.686183,-5.8401027,-6.9947495,-0.8273078,-6.848547,-4.461267,-1.393523,-6.9198184,-3.1788478,-3.8016207,-4.7595954,-3.153573,-2.8239956,-1.5689825,-1.8869039,-1.3550453,-0.46061212,2.6473598,1.0562787,5.560092,3.360737,3.445699,1.4811716,0.34033516,2.0562925,2.655549,1.7117815,2.4512076,-0.04267479,-0.4694997,-2.793325,-2.1204062,happy
-652.70056,57.02253,0.41843987,18.289316,2.6309886,0.4183556,-2.5292726,-6.284705,-13.434198,-3.6181443,0.61698717,-4.589428,2.576322,-4.2168145,-0.77875584,1.1893742,-7.2837725,-2.2791338,-1.241202,-2.563009,-5.554303,-1.4302953,-2.6229513,-4.238898,-2.8871405,0.26502204,-6.4183683,0.5125979,-4.0200987,-0.48509258,-3.1079564,-1.9839891,-2.9109612,-2.8654327,-3.793431,-1.8354441,-2.234406,-2.4365897,-4.5005555,-1.9647106,happy
-593.0543,46.50389,-15.529931,8.504859,-6.198272,-6.078748,-8.619365,-12.890373,-3.1055381,-2.1581798,-7.117529,-1.9770373,-8.486348,-0.23626757,-7.0339036,-4.7074223,-2.8389957,-3.373228,-3.2359748,1.1408083,-2.1189969,-3.6355288,-2.5591774,-2.0032656,-1.0126128,0.6260037,2.5400145,1.7927872,1.4693167,2.400457,-0.6832325,0.88108724,0.47532427,2.6321082,3.458022,2.86127,-2.677879,-0.8097066,-1.009427,2.7309778,happy
-558.96136,52.89056,-3.8151047,2.379026,-1.7449108,3.42342,-16.881487,-9.580489,-6.41453,-11.025262,1.7924427,-8.781248,-4.270979,-3.946178,-5.0827756,-2.5920148,-7.315622,-3.7316225,-2.3008745,-5.656375,-7.6285653,-4.3127465,-5.7000303,-4.6096745,-6.4996157,-3.591334,-4.9856153,-1.2440712,-1.0672514,-1.7006226,-1.4226062,-1.0650545,-1.4334712,-0.32231313,1.0510454,1.6362898,1.2026374,-1.081947,-3.4381056,-2.102447,happy
-607.9138,43.23118,-15.182761,5.7042084,-3.8453717,-9.988028,-5.76805,-14.328465,-5.538021,-3.9313366,-5.8390965,-5.6219516,-4.76296,-1.797685,-8.568682,-2.3017848,-3.0025134,-2.2782395,-3.7858052,0.47736508,-3.468584,1.1922671,-0.87394685,3.291108,1.8757775,1.3133354,0.64948875,-0.7311168,-0.78984314,1.0230645,0.28791475,1.4628603,-0.37552208,-0.14422219,-0.36078393,2.5210063,-0.868692,-1.1497896,-2.1263947,-0.1623943,happy
-613.04474,72.07157,-8.338318,14.75273,7.8853393,-2.3400497,-10.324597,-10.825144,-0.21125202,0.8604248,-6.8369937,1.2841063,4.6142144,-6.3059225,0.66956025,1.7421852,-7.376063,1.4803321,-4.0157137,-3.5156324,-4.690452,-0.57859707,-1.4524223,-0.4957538,-3.7694461,3.6310496,-3.3718867,2.694724,-2.8238423,-1.5038416,-1.1687233,1.9203013,-0.16585183,1.4535182,0.9382319,1.7908796,2.7810955,6.0964937,7.1740956,4.611461,happy
-510.3927,52.358643,-11.021527,5.8815145,-3.447913,-13.537928,-9.505345,-19.779882,-8.268833,0.5983472,-11.007748,-4.790769,-0.937042,-7.521394,-1.6005945,-2.0916617,-3.7956686,-2.113538,1.0535259,-0.8245194,-0.9112892,7.383023,3.9736109,10.081011,5.3076572,7.4054775,3.033255,2.3689258,1.6585156,-0.9691974,2.0653687,2.7012994,1.7461448,2.6073503,2.6554644,3.6533868,-0.4188811,0.676965,-1.0386688,0.68378365,happy
-652.7094,52.740593,17.85147,13.533674,9.304794,3.6277056,2.1977963,-0.6491143,-1.7615521,-3.2369573,3.258072,-0.36332235,-1.8497001,-0.92458105,3.0329437,1.8573092,-1.16365,1.2283536,-0.84646183,-0.45785424,-4.2842755,1.1042103,-2.5391636,-0.50902283,-1.2317243,1.7145296,-1.9526978,0.51500213,-2.468284,1.1046345,-0.684936,0.08416613,-1.1464986,-0.56176084,-2.8287847,-0.5221836,-1.1230915,2.1168585,1.6106584,3.5741544,happy
-642.75507,54.241375,-2.747751,9.893187,2.680486,5.0152926,-10.037734,-7.1307917,-8.172942,-2.8396378,2.2852905,-6.4560637,3.9615893,-3.042413,-5.1233797,3.072481,-8.175392,-0.40009546,0.6493185,-3.000559,-0.7309242,-1.0851676,-3.0968184,0.38914186,-1.6192017,0.6651797,-0.13006122,0.42471537,0.8260375,2.0996242,0.55697584,1.6997789,1.950225,2.0422497,1.219215,3.5830922,0.32648674,1.5673891,-1.7441871,1.0549425,happy
-600.8737,26.246809,-9.045959,1.7545086,-6.6546125,-12.252062,-9.061353,-13.175905,-5.2502804,-8.369119,-8.295391,-4.057289,-8.325932,-4.772612,-9.562261,-6.8581395,-3.853704,0.20571834,-1.0533803,6.5711284,3.3330429,3.9329093,3.0117936,2.6547818,-1.8420732,1.0424751,-0.6456963,-0.3940279,-1.9573845,-0.7115251,-2.905704,-0.9138793,-1.8245101,0.5063854,0.2885946,0.48967916,-0.28191707,0.72964203,-1.910578,-0.11249191,happy
-550.58545,63.863407,-4.4484196,13.594886,4.8513746,6.5071983,1.8665652,-15.731583,-7.7440457,2.7967021,-0.7166385,-4.8513756,5.0106673,-0.11197159,-2.9889765,1.439521,-1.0425615,0.9205875,-2.9221478,1.030355,-2.60199,-0.578665,-2.3374727,1.5103297,-0.97259164,3.1218138,-2.9685242,-0.15730044,-3.661585,-2.4394324,-2.6608527,1.3218423,0.9871241,1.5336179,-0.88472146,-1.0693309,1.9649913,-0.048787832,-0.4652885,1.0877807,happy
-654.0794,69.5262,3.1824958,18.595871,0.67250276,14.328771,0.10647178,-3.1642776,-6.186625,1.9518181,4.6950426,-4.903758,3.983675,0.9702841,0.7822443,1.2930992,-3.9347901,1.138941,4.207601,-2.1993418,-3.6370747,1.2087394,-1.3425528,-3.869121,-1.0486863,-1.4251633,-1.2193862,0.16060463,-0.19467618,1.4754093,-1.9787649,-1.3372444,-1.5029651,-2.018532,-1.9453654,2.3799844,-1.7785815,0.005368973,0.50154006,4.691657,happy
-578.7637,65.38314,-6.9769664,12.738156,7.1540937,-3.815537,-5.134234,-9.445828,-9.314979,-0.16907072,-2.8909113,-5.2850833,-1.0272039,0.07452664,-2.9961607,-3.7235608,-5.018501,-1.2743275,-3.0700166,-4.5955,-5.639753,-0.6831363,-4.485415,-4.73875,-1.8023041,-1.3798413,-2.7310314,-1.0377576,-1.5774571,0.64025736,-3.4596448,-1.4805142,-3.104589,-1.7321775,-1.2664174,-1.2313477,-3.0138521,-3.0950913,-3.6617126,-1.5166174,happy
